No,message,score,socre2
1315,辉县市体育场夜半高歌不止，严重影响休息 辉县市体育场每天都有固定个人携带音响设备，同时盈利，在体育唱唱歌，声音很大，经常唱到晚上十一二点，严重影响休息质量，影响家里小孩老人早睡！截至2019年9月4日半夜11：30，仍有人在继续唱歌！不知道娱乐自己影响他人的行为，会不会有人进行管理制止！已对个人生活造成很大困扰！,6.5,7
1316,七彩云天六年不交房 七彩云天小区位于银川市金凤区贺兰山路满城街附近，开工到现在六年了还未交工，开发商目前以实力不足为由各种推脱不予解决，很多业主从结婚到离婚，很多老人在外常年租住无家可归，开发商均不予理睬，欺骗老百姓，我们买的都是正规房子，经房管局备案的网签合同，恳请信任书记能为我们解决此事。,4.5,4
1317,农村自来水收费标准 位于重庆云阳县水口镇佛安村，自来水收费按表收，最低每个月18元，不足一方水的也要收18元，请问？这样收费合理否？,4.5,5
1318,关于搬迁 领导好，我是尹岗乡老念庄村的村民，俺们村什么时候搬迁最快什么时候能搬，现在也不让自己建房，找对象都找不到，别人一说都说没房，这可咋弄都快三十了。,4,5
1319,居民楼内非法开饭店 长春市朝阳区宽平大路北一胡同，近几天，新开业一家饭店，位于居民楼内，名字叫：吉阿婆民间锅，是个火锅店。1.无经营许可证；2.无营业执照；3.无卫生许可证；4.无从业人员健康检查证；5.无油烟高空排放装置；6.使用管道天然气和灌装液化气两种气源；7.仅70余平米的室内放置十余个液化石油气罐，十分危险。请有关部门查处。,6.5,5
1320,许昌学院学生访谈邀请 胡书记您好，我们是许昌学院大一新生，在学习了我校有关职业规划方面的课程后，我们希望能够在周末和您做一个有关职业工作方面的访谈，并且想向您了解一下我国现在对于当代新青年、大学生寄予的期望以及我们需要努力的方向。如若可以，我们会十分感谢！希望您能在百忙之中可以抽出一些空余时间，十分感谢！,3,4.5
1321,希望借郑徐高铁、商丘站扩建，补修西-北客连线 尊敬的余市长：您好！能有机会在这里留言真的很高兴。作为爱好、关心交通和铁路的人，今天在网上看到了商丘站北广场效果图，真的很兴奋很幸福。非常高兴可爱的家乡在郑徐高铁的机遇面前做的是那么积极那么努力。我很希望如果能借郑徐高铁修筑、商丘站扩建之机，补修一条10年前遗憾的一二十公里长的连接线路，就真的完美了！！那就是使京九铁路南-北方向列车能停靠商丘站的西-北客连线，连接着梁堤头和谢集。这条线通车后，原停靠南站的车改停商丘站，途径商丘的所有客车都可以完全集中在商丘站。而商丘南站我设想改造为“铁路技术中心”，内含机车折返段、客车客技站来停放车头车厢，广场铺上轨道作为停车场，车站大楼作为办公、乘务员公寓、检修车间等。如此一来，商丘的铁路设施和配置都将有立体的改善。不知道现在还来不来得及向上级请示？非常感谢市长！！！,4,5
1322,平顶山卫东区览山丽景售楼部不退押金 平顶山卫东区览山丽景开发商售楼部交的押金一万块不退，多次去售楼部协调，给了一个方案，房子什么时候卖出去，什么时候退押金，开发商一辈子卖不出去房子我一万块也不用退了吗，现在要求览山丽景开发商售楼部退还一万块押金，至今钱在开发商已经三个月了，并返还利息。希望政府重视群众利益问题，认真处理并通过审核,6.5,5
1323,武汉东湖风景区先锋村安置房何时能够交房入住 尊敬的阮书记：再一次的打扰您，先前关于武汉东湖风景区先锋村安置房的问题咨询求助，得到的回复是于2013年年底交房，可是如今房子还没有交予百姓手中，至于东湖风景区管理委员会回复的于2013年11月已经交房这是从何说起！现在的情况就是村里让交购房尾款，但是实际情况是交了尾款也不能装修入住！这是什么情况，老百姓已经怕了，不敢过早的把辛辛苦苦的血汗钱交了还是不能住进新房！眼看就快要过年了，恳请阮书记百忙之中解决我们处在水生火热的老百姓的实际问题！,6,4
1324,君睿家园房产证问题 乌海君睿家园一期2008年就交房了，一直到现在没有办理房产证（不动产证书），君睿家园开发企业—内蒙古天宸置业集团有限公司属于乌海市不动产登记中心首批责令限期办理不动产登记开发企业名单中的企业，项目五证齐全，后来市委、市政府也开会明确要加快办理，但目前迟迟不见动静，想了解具体进度，不动产证书不能正常办理，严重影响人民群众权益，请有关部门给予答复。,6.5,6
1325,石山桥洞交通事故频发路段(市民恐慌) 尊敬的市领导，您好！希望您能百忙之中抽空审阅一下小市民反映的问题！关于吴楚大道石山桥洞的交通确实好堵好乱，重型货车车速非常快，加上西山街办七里界村观音垅小区杨湾小区进出视野很不方便，这一带经常出现交通事故！马上清明节要到了，桥洞交通又该更加拥堵，事故又将发生更多！希望市领导们针对这一块交通问题，人民进出的安全问题，采取合理的整治方法！在这里代表住在桥洞附近的市民先万分感谢市领导了！,6,5.5
1326,张家川南川桥头上乱摆摊 张川南川桥头上乱摆摊乱七八糟乱摆乱放，买瓜的买南瓜的买香蕉梨的，一乱摆摊，车乱停乱放乱七八糟，,5,6
1327,大兴区德茂街18号院非法出租 尊敬的市委书记，大兴区德茂街18号院6、8号楼为两限房，3号楼为自住型商品房，大量房屋违法政策房规定，被出租，请予以核查购房人购房资格及非法出租。,6,5.5
1328,苍蝇恶心村民，望快拍除 我是合肥市经开区高刘镇白露寺村小庄村民组村民，名叫戴学东，有一台收割机。2O15年村里修路占用农田，田里的稻谷村里要求提前收割，村干部找我用收割机收割并讲好了价格。可是时间已过两年，村里一直拖延、找各种借口不付款。期间我为了尽快拿到这笔钱请了村干部若干名去镇上酒楼，可是没起作用，酒菜钱已近割禾的钱了，没办法喽!哎!才向领导反映。,5.5,4.5
1329,咨询:尊敬的市长，我们福临夼的回迁房何时交 市长您好，我是烟台芝罘区福临夼村的村民，我们的回迁房已经盖好了，可迟迟不交，一月推一月，现在没有任何信息，办事处也没给个回话，麻烦市长帮忙问一下，什么时候交房给我们老百姓。市长辛苦了！！！！,6,4.5
1330,为民路何时安装路灯？ 为民路作为县城主干道，路灯损坏一直无人修理，而且今年竟然将以前的路灯灯杆拆除了，晚上整条路无照明，人流量车流量又大，很不安全，请问什么为民路时候再安装路灯？,5,6
1331,关于驾校考试 现在海石湾正通驾校可以考科二和科三了，对于咱们红古周边的群众来说是个好事。问题是别的驾校的很多学员都学的是老的桑塔纳，而正通驾校的考试车辆是新款大众，车型不一样，考试要点也不一样，还是得照样去兰州考试，费事费力费钱，特别麻烦。区上相关部门能不能协调下，将老款桑塔纳等考试车型也加进去，让我们别的驾校的学员也能在正通驾校考试，做到真正便民。静候佳音。,6,5.5
1332,深圳市南山区新屋村附近流浪狗无人管理 桃源街道新屋村内每天有多条流浪狗穿梭，并且流浪狗大约有3-4条，属于大型犬类。新屋村内有幼儿园并且居住的居民众多，众多小孩在村内经常嬉戏打闹，现在正值暑假期间，儿童穿的比较少，每天都在村内玩耍，流浪狗的出现容易对儿童造成伤害。希望相关街道部门予以重视，尽快将流浪狗安置妥当。,6.5,5
1333,葫芦岛原非农业人口 市长您好:我们是一直生活在农村的非农业人口，以种地为生（原变户之前承包的土地）。现我们村第一轮土地承包合同到期，进行第二轮土地承包。原有土地被搜回，并取消承包权。没有给与其他生活出路。现在我们这些人是农村没土地，城市没待遇。,5,3
1334,人民西路五号院拆迁 尊敬的高书记及市委有关领导：人民路与铁西大街交叉口西北角的5号院三年有无拆迁计划？周边都拆了，这个院还没动静，人民路是市区主干道，这个小区的破旧与繁荣的人民路不成正比。最近家里想购房，如果有拆迁的计划就暂时不买，如果三年内不拆就准备买房，请问三年内5号院有无拆迁计划？,1.5,5.5
